fecha,comentario,tokens,estrellas
29/08/2025,"I’ve been an Airbnb user, but after my recent experience, I cannot recommend this platform. I encountered a false and retaliatory review from a host, which clearly violated Airbnb’s Review Policy. Despite providing clear evidence (chat logs, time-stamped photos, and message history), Airbnb’s support team ignored my case, sent me generic responses, and refused to properly review my evidence.

For over a week, I have been passed between multiple support agents, each directing me to the same form and sending the same links, without actually addressing my concerns. The complete refusal to allow a simple 5-minute call has wasted my time and theirs.

It’s clear that Airbnb does not take guest concerns seriously and prioritizes automated responses over real customer support. If you encounter a serious issue, be prepared for zero accountability, endless back-and-forth, and no resolution.

Airbnb needs to do better—ignoring valid concerns and dismissing customers is not the way to run a trusted platform.","['I', '’', 've', 'been', 'an', 'Airbnb', 'user', ',', 'but', 'after', 'my', 'recent', 'experience', ',', 'I', 'can', 'not', 'recommend', 'this', 'platform', '.', 'I', 'encountered', 'a', 'false', 'and', 'retaliatory', 'review', 'from', 'a', 'host', ',', 'which', 'clearly', 'violated', 'Airbnb', '’', 's', 'Review', 'Policy', '.', 'Despite', 'providing', 'clear', 'evidence', '(', 'chat', 'logs', ',', 'time-stamped', 'photos', ',', 'and', 'message', 'history', ')', ',', 'Airbnb', '’', 's', 'support', 'team', 'ignored', 'my', 'case', ',', 'sent', 'me', 'generic', 'responses', ',', 'and', 'refused', 'to', 'properly', 'review', 'my', 'evidence', '.', 'For', 'over', 'a', 'week', ',', 'I', 'have', 'been', 'passed', 'between', 'multiple', 'support', 'agents', ',', 'each', 'directing', 'me', 'to', 'the', 'same', 'form', 'and', 'sending', 'the', 'same', 'links', ',', 'without', 'actually', 'addressing', 'my', 'concerns', '.', 'The', 'complete', 'refusal', 'to', 'allow', 'a', 'simple', '5-minute', 'call', 'has', 'wasted', 'my', 'time', 'and', 'theirs', '.', 'It', '’', 's', 'clear', 'that', 'Airbnb', 'does', 'not', 'take', 'guest', 'concerns', 'seriously', 'and', 'prioritizes', 'automated', 'responses', 'over', 'real', 'customer', 'support', '.', 'If', 'you', 'encounter', 'a', 'serious', 'issue', ',', 'be', 'prepared', 'for', 'zero', 'accountability', ',', 'endless', 'back-and-forth', ',', 'and', 'no', 'resolution', '.', 'Airbnb', 'needs', 'to', 'do', 'better—ignoring', 'valid', 'concerns', 'and', 'dismissing', 'customers', 'is', 'not', 'the', 'way', 'to', 'run', 'a', 'trusted', 'platform', '.']",1/5
29/08/2025,"they changed website and i cannot log in.
there is no way to actually get support when not logged in
instructions don't work
terrible","['they', 'changed', 'website', 'and', 'i', 'can', 'not', 'log', 'in', '.', 'there', 'is', 'no', 'way', 'to', 'actually', 'get', 'support', 'when', 'not', 'logged', 'in', 'instructions', 'do', ""n't"", 'work', 'terrible']",1/5
29/08/2025,"Really poor customer service. They cannot provide a simple receipt for a stay (I have been given 4 for my latest stay, based on three payments and a VAT receipt for the fees only). They are an absolute joke.","['Really', 'poor', 'customer', 'service', '.', 'They', 'can', 'not', 'provide', 'a', 'simple', 'receipt', 'for', 'a', 'stay', '(', 'I', 'have', 'been', 'given', '4', 'for', 'my', 'latest', 'stay', ',', 'based', 'on', 'three', 'payments', 'and', 'a', 'VAT', 'receipt', 'for', 'the', 'fees', 'only', ')', '.', 'They', 'are', 'an', 'absolute', 'joke', '.']",1/5
29/08/2025,"Nah never again will I book with airbnb. Booked a studio apartment in Paris...for a whole month. Turns out the studio is more of a closet, with an improvised shower and a share dirty bathroom down the hall. Top floor with no elevator and spiral staircases. Good luck with large luggage. Called customer service.... they didn't not care. NEVER AGAIN","['Nah', 'never', 'again', 'will', 'I', 'book', 'with', 'airbnb', '.', 'Booked', 'a', 'studio', 'apartment', 'in', 'Paris', '...', 'for', 'a', 'whole', 'month', '.', 'Turns', 'out', 'the', 'studio', 'is', 'more', 'of', 'a', 'closet', ',', 'with', 'an', 'improvised', 'shower', 'and', 'a', 'share', 'dirty', 'bathroom', 'down', 'the', 'hall', '.', 'Top', 'floor', 'with', 'no', 'elevator', 'and', 'spiral', 'staircases', '.', 'Good', 'luck', 'with', 'large', 'luggage', '.', 'Called', 'customer', 'service', '....', 'they', 'did', ""n't"", 'not', 'care', '.', 'NEVER', 'AGAIN']",1/5
29/08/2025,"Airbnb is a very notorious platform especially for hosts. Many a times they confirm the booking and block the hosts property and the guest stays there, then on the last day of stay they tell you that the payment is not received from guest and the host is on their own and they are not liable for anything. Their customer service is even more pathetic and I am saying this from my experience as a superhost.","['Airbnb', 'is', 'a', 'very', 'notorious', 'platform', 'especially', 'for', 'hosts', '.', 'Many', 'a', 'times', 'they', 'confirm', 'the', 'booking', 'and', 'block', 'the', 'hosts', 'property', 'and', 'the', 'guest', 'stays', 'there', ',', 'then', 'on', 'the', 'last', 'day', 'of', 'stay', 'they', 'tell', 'you', 'that', 'the', 'payment', 'is', 'not', 'received', 'from', 'guest', 'and', 'the', 'host', 'is', 'on', 'their', 'own', 'and', 'they', 'are', 'not', 'liable', 'for', 'anything', '.', 'Their', 'customer', 'service', 'is', 'even', 'more', 'pathetic', 'and', 'I', 'am', 'saying', 'this', 'from', 'my', 'experience', 'as', 'a', 'superhost', '.']",1/5
29/08/2025,"We’ve used air BnB for a few years now and the last time has been the last. The host entered our property during our stay when we were out, without asking and after reporting it to air BnB they simply said after an investigation “thanks for letting us know we won’t tell you what the result of our investigation was”.
I’m utterly sick of air BnB and won’t use them again. As many people have already said-they are on the side of the money making for them host.
My advice is book a hotel instead. We won’t use them again.","['We', '’', 've', 'used', 'air', 'BnB', 'for', 'a', 'few', 'years', 'now', 'and', 'the', 'last', 'time', 'has', 'been', 'the', 'last', '.', 'The', 'host', 'entered', 'our', 'property', 'during', 'our', 'stay', 'when', 'we', 'were', 'out', ',', 'without', 'asking', 'and', 'after', 'reporting', 'it', 'to', 'air', 'BnB', 'they', 'simply', 'said', 'after', 'an', 'investigation', '“', 'thanks', 'for', 'letting', 'us', 'know', 'we', 'won', '’', 't', 'tell', 'you', 'what', 'the', 'result', 'of', 'our', 'investigation', 'was', '”', '.', 'I', '’', 'm', 'utterly', 'sick', 'of', 'air', 'BnB', 'and', 'won', '’', 't', 'use', 'them', 'again', '.', 'As', 'many', 'people', 'have', 'already', 'said-they', 'are', 'on', 'the', 'side', 'of', 'the', 'money', 'making', 'for', 'them', 'host', '.', 'My', 'advice', 'is', 'book', 'a', 'hotel', 'instead', '.', 'We', 'won', '’', 't', 'use', 'them', 'again', '.']",1/5
29/08/2025,"Unfortunately our apartment developed a leak during our 5 night stay in Barcelona. This meant the water needed to be switched off at the mains and we would have no running water for showering, toilets etc. We were advised by the host to contact Airbnb about relocating and did so over the phone.

After the initial call, the customer service representative, Micheal, communicated via live chat. Michael modified our stay from 5 nights to 1 night, providing a refund for the remaining 4 nights. He informed us that we would be entitled to 20% compensation to help relocate. This seemed reasonable, as we had booked 6 months ago and Barcelona was busy with a number of events, meaning limited affordable accommodation options were available.

However, Michael told us 20% would be £99, on a ~£2.5k booking. I questioned this, and he said that the booking had been modified to 1 night and so we were only entitled to compensation for one night. Without any explanation, and without my consent, he had modified the booking in a way that reduced the compensation due to us. Calling back, a separate customer service agent was much more helpful. By this time it was 8pm and the agent told us we could book hotel accommodation at a cost of one night’s Airbnb +$200, and that they’d be in touch to help provide alternative accommodation in the morning. I read a message to this agent confirming the content of our conversation, which he agreed to, and which I then put into the live chat as a record. Michael disagreed with the information the second agent had provided over the chat, insisting we could not book a hotel and that the maximum compensation would be £99. A third call to Airbnb was made, the agent this time said that both agents were right, but the hotel accommodation would be subject to approval and that was something that she couldn’t do in the phone. She said that Michael had made a mistake by modifying the booking to 1 night but, that now that had been done, he was correct that we were only entitled to 1 night compensation. Although she said this was Airbnb’s mistake, she said there was nothing they could do about it. I asked to speak to a manager. When the manager finally called me back (by this stage nearly 10pm) he was very helpful. We explained the situation and awaited a further call back from him. In the meantime Michael called and insisted we could only get £99 compensation, disregarding the fact this had been escalated above him and that the manager had said they would be able to reach a better solution. We eventually received a call from the manager, who offered a £500 Airbnb voucher, which was slightly more than 20% of the cost of the stay. By this stage it was 11:30pm. Thankfully the host let us stay that night at their apartment (with no water), as relocating at this time of night would be impossible. We were able to find somewhere on booking.com at a reasonable price to relocate for the remaining 3 nights. We now have the Airbnb voucher which we will need to use within 12 months, so I guess it has still cost us money but we can use that for another stay.

While the end resolution was acceptable, it was a truly horrible experience. Michael’s behaviour and unwillingness to take accountability for his error in modifying the stay, in a way that reduced the compensation due to us by ~£400, was unacceptable. His attitude was appalling and the experience caused a lot of distress. If the host hadn’t been willing to let us stay, the 23:30 resolution would have left us without accommodation for the night. As it was, staying without water was sub-optimal but at least we had somewhere to sleep. Providing the relocation assistance as an Airbnb voucher, although not entirely unreasonable, significantly reduced the options available to us to relocate with no notice. In the end we paid the extra to book with another provider and will have to use the voucher to recoup that expense on a future trip, despite having zero desire to use Airbnb again after this experience. Sadly based on other reviews, this kind of experience is incredibly common.","['Unfortunately', 'our', 'apartment', 'developed', 'a', 'leak', 'during', 'our', '5', 'night', 'stay', 'in', 'Barcelona', '.', 'This', 'meant', 'the', 'water', 'needed', 'to', 'be', 'switched', 'off', 'at', 'the', 'mains', 'and', 'we', 'would', 'have', 'no', 'running', 'water', 'for', 'showering', ',', 'toilets', 'etc', '.', 'We', 'were', 'advised', 'by', 'the', 'host', 'to', 'contact', 'Airbnb', 'about', 'relocating', 'and', 'did', 'so', 'over', 'the', 'phone', '.', 'After', 'the', 'initial', 'call', ',', 'the', 'customer', 'service', 'representative', ',', 'Micheal', ',', 'communicated', 'via', 'live', 'chat', '.', 'Michael', 'modified', 'our', 'stay', 'from', '5', 'nights', 'to', '1', 'night', ',', 'providing', 'a', 'refund', 'for', 'the', 'remaining', '4', 'nights', '.', 'He', 'informed', 'us', 'that', 'we', 'would', 'be', 'entitled', 'to', '20', '%', 'compensation', 'to', 'help', 'relocate', '.', 'This', 'seemed', 'reasonable', ',', 'as', 'we', 'had', 'booked', '6', 'months', 'ago', 'and', 'Barcelona', 'was', 'busy', 'with', 'a', 'number', 'of', 'events', ',', 'meaning', 'limited', 'affordable', 'accommodation', 'options', 'were', 'available', '.', 'However', ',', 'Michael', 'told', 'us', '20', '%', 'would', 'be', '£99', ',', 'on', 'a', '~£2.5k', 'booking', '.', 'I', 'questioned', 'this', ',', 'and', 'he', 'said', 'that', 'the', 'booking', 'had', 'been', 'modified', 'to', '1', 'night', 'and', 'so', 'we', 'were', 'only', 'entitled', 'to', 'compensation', 'for', 'one', 'night', '.', 'Without', 'any', 'explanation', ',', 'and', 'without', 'my', 'consent', ',', 'he', 'had', 'modified', 'the', 'booking', 'in', 'a', 'way', 'that', 'reduced', 'the', 'compensation', 'due', 'to', 'us', '.', 'Calling', 'back', ',', 'a', 'separate', 'customer', 'service', 'agent', 'was', 'much', 'more', 'helpful', '.', 'By', 'this', 'time', 'it', 'was', '8pm', 'and', 'the', 'agent', 'told', 'us', 'we', 'could', 'book', 'hotel', 'accommodation', 'at', 'a', 'cost', 'of', 'one', 'night', '’', 's', 'Airbnb', '+', '$', '200', ',', 'and', 'that', 'they', '’', 'd', 'be', 'in', 'touch', 'to', 'help', 'provide', 'alternative', 'accommodation', 'in', 'the', 'morning', '.', 'I', 'read', 'a', 'message', 'to', 'this', 'agent', 'confirming', 'the', 'content', 'of', 'our', 'conversation', ',', 'which', 'he', 'agreed', 'to', ',', 'and', 'which', 'I', 'then', 'put', 'into', 'the', 'live', 'chat', 'as', 'a', 'record', '.', 'Michael', 'disagreed', 'with', 'the', 'information', 'the', 'second', 'agent', 'had', 'provided', 'over', 'the', 'chat', ',', 'insisting', 'we', 'could', 'not', 'book', 'a', 'hotel', 'and', 'that', 'the', 'maximum', 'compensation', 'would', 'be', '£99', '.', 'A', 'third', 'call', 'to', 'Airbnb', 'was', 'made', ',', 'the', 'agent', 'this', 'time', 'said', 'that', 'both', 'agents', 'were', 'right', ',', 'but', 'the', 'hotel', 'accommodation', 'would', 'be', 'subject', 'to', 'approval', 'and', 'that', 'was', 'something', 'that', 'she', 'couldn', '’', 't', 'do', 'in', 'the', 'phone', '.', 'She', 'said', 'that', 'Michael', 'had', 'made', 'a', 'mistake', 'by', 'modifying', 'the', 'booking', 'to', '1', 'night', 'but', ',', 'that', 'now', 'that', 'had', 'been', 'done', ',', 'he', 'was', 'correct', 'that', 'we', 'were', 'only', 'entitled', 'to', '1', 'night', 'compensation', '.', 'Although', 'she', 'said', 'this', 'was', 'Airbnb', '’', 's', 'mistake', ',', 'she', 'said', 'there', 'was', 'nothing', 'they', 'could', 'do', 'about', 'it', '.', 'I', 'asked', 'to', 'speak', 'to', 'a', 'manager', '.', 'When', 'the', 'manager', 'finally', 'called', 'me', 'back', '(', 'by', 'this', 'stage', 'nearly', '10pm', ')', 'he', 'was', 'very', 'helpful', '.', 'We', 'explained', 'the', 'situation', 'and', 'awaited', 'a', 'further', 'call', 'back', 'from', 'him', '.', 'In', 'the', 'meantime', 'Michael', 'called', 'and', 'insisted', 'we', 'could', 'only', 'get', '£99', 'compensation', ',', 'disregarding', 'the', 'fact', 'this', 'had', 'been', 'escalated', 'above', 'him', 'and', 'that', 'the', 'manager', 'had', 'said', 'they', 'would', 'be', 'able', 'to', 'reach', 'a', 'better', 'solution', '.', 'We', 'eventually', 'received', 'a', 'call', 'from', 'the', 'manager', ',', 'who', 'offered', 'a', '£500', 'Airbnb', 'voucher', ',', 'which', 'was', 'slightly', 'more', 'than', '20', '%', 'of', 'the', 'cost', 'of', 'the', 'stay', '.', 'By', 'this', 'stage', 'it', 'was', '11:30pm', '.', 'Thankfully', 'the', 'host', 'let', 'us', 'stay', 'that', 'night', 'at', 'their', 'apartment', '(', 'with', 'no', 'water', ')', ',', 'as', 'relocating', 'at', 'this', 'time', 'of', 'night', 'would', 'be', 'impossible', '.', 'We', 'were', 'able', 'to', 'find', 'somewhere', 'on', 'booking.com', 'at', 'a', 'reasonable', 'price', 'to', 'relocate', 'for', 'the', 'remaining', '3', 'nights', '.', 'We', 'now', 'have', 'the', 'Airbnb', 'voucher', 'which', 'we', 'will', 'need', 'to', 'use', 'within', '12', 'months', ',', 'so', 'I', 'guess', 'it', 'has', 'still', 'cost', 'us', 'money', 'but', 'we', 'can', 'use', 'that', 'for', 'another', 'stay', '.', 'While', 'the', 'end', 'resolution', 'was', 'acceptable', ',', 'it', 'was', 'a', 'truly', 'horrible', 'experience', '.', 'Michael', '’', 's', 'behaviour', 'and', 'unwillingness', 'to', 'take', 'accountability', 'for', 'his', 'error', 'in', 'modifying', 'the', 'stay', ',', 'in', 'a', 'way', 'that', 'reduced', 'the', 'compensation', 'due', 'to', 'us', 'by', '~£400', ',', 'was', 'unacceptable', '.', 'His', 'attitude', 'was', 'appalling', 'and', 'the', 'experience', 'caused', 'a', 'lot', 'of', 'distress', '.', 'If', 'the', 'host', 'hadn', '’', 't', 'been', 'willing', 'to', 'let', 'us', 'stay', ',', 'the', '23:30', 'resolution', 'would', 'have', 'left', 'us', 'without', 'accommodation', 'for', 'the', 'night', '.', 'As', 'it', 'was', ',', 'staying', 'without', 'water', 'was', 'sub-optimal', 'but', 'at', 'least', 'we', 'had', 'somewhere', 'to', 'sleep', '.', 'Providing', 'the', 'relocation', 'assistance', 'as', 'an', 'Airbnb', 'voucher', ',', 'although', 'not', 'entirely', 'unreasonable', ',', 'significantly', 'reduced', 'the', 'options', 'available', 'to', 'us', 'to', 'relocate', 'with', 'no', 'notice', '.', 'In', 'the', 'end', 'we', 'paid', 'the', 'extra', 'to', 'book', 'with', 'another', 'provider', 'and', 'will', 'have', 'to', 'use', 'the', 'voucher', 'to', 'recoup', 'that', 'expense', 'on', 'a', 'future', 'trip', ',', 'despite', 'having', 'zero', 'desire', 'to', 'use', 'Airbnb', 'again', 'after', 'this', 'experience', '.', 'Sadly', 'based', 'on', 'other', 'reviews', ',', 'this', 'kind', 'of', 'experience', 'is', 'incredibly', 'common', '.']",1/5
29/08/2025,"I had an absolutely terrible experience with this listing - (Castle Terrace, Entire home in Arraiolos, Portugal, Hosted by João.) The host was extremely rude, arrogant, and harassing, sending me inappropriate messages that were completely unacceptable. To make matters worse, after my stay, they left a revenge review full of false claims.

I reached out to Airbnb customer support (Confirmation Code: HMDQ9DDNBR) expecting them to uphold their policies against harassment, but they did absolutely nothing to help. Despite clear evidence of the host’s behavior, Airbnb refused to remove the unfair review or take action against the host.

This experience has shown me that Airbnb does not protect guests from abusive hosts and allows unfair, retaliatory reviews to remain on profiles. If you value your peace of mind and safety, AVOID THIS LISTING AND THINK TWICE BEFORE TRUSTING AIRBNB SUPPORT.","['I', 'had', 'an', 'absolutely', 'terrible', 'experience', 'with', 'this', 'listing', '-', '(', 'Castle', 'Terrace', ',', 'Entire', 'home', 'in', 'Arraiolos', ',', 'Portugal', ',', 'Hosted', 'by', 'João', '.', ')', 'The', 'host', 'was', 'extremely', 'rude', ',', 'arrogant', ',', 'and', 'harassing', ',', 'sending', 'me', 'inappropriate', 'messages', 'that', 'were', 'completely', 'unacceptable', '.', 'To', 'make', 'matters', 'worse', ',', 'after', 'my', 'stay', ',', 'they', 'left', 'a', 'revenge', 'review', 'full', 'of', 'false', 'claims', '.', 'I', 'reached', 'out', 'to', 'Airbnb', 'customer', 'support', '(', 'Confirmation', 'Code', ':', 'HMDQ9DDNBR', ')', 'expecting', 'them', 'to', 'uphold', 'their', 'policies', 'against', 'harassment', ',', 'but', 'they', 'did', 'absolutely', 'nothing', 'to', 'help', '.', 'Despite', 'clear', 'evidence', 'of', 'the', 'host', '’', 's', 'behavior', ',', 'Airbnb', 'refused', 'to', 'remove', 'the', 'unfair', 'review', 'or', 'take', 'action', 'against', 'the', 'host', '.', 'This', 'experience', 'has', 'shown', 'me', 'that', 'Airbnb', 'does', 'not', 'protect', 'guests', 'from', 'abusive', 'hosts', 'and', 'allows', 'unfair', ',', 'retaliatory', 'reviews', 'to', 'remain', 'on', 'profiles', '.', 'If', 'you', 'value', 'your', 'peace', 'of', 'mind', 'and', 'safety', ',', 'AVOID', 'THIS', 'LISTING', 'AND', 'THINK', 'TWICE', 'BEFORE', 'TRUSTING', 'AIRBNB', 'SUPPORT', '.']",1/5
29/08/2025,"I am a host. It's over 2 months that they hold the payments of 3 bookings. The assistance is inefficient, inadequate, frustrating: they ask for a document that I sent them several times, and every time they ask for the same thing as if I didn't send it. I think this service is managed by A.I. But beyond them there is an Artificial Insanity. I say this because don't want to think to a worse reason: holding the money you manage on behalf of someone else in my country is a crime","['I', 'am', 'a', 'host', '.', 'It', ""'s"", 'over', '2', 'months', 'that', 'they', 'hold', 'the', 'payments', 'of', '3', 'bookings', '.', 'The', 'assistance', 'is', 'inefficient', ',', 'inadequate', ',', 'frustrating', ':', 'they', 'ask', 'for', 'a', 'document', 'that', 'I', 'sent', 'them', 'several', 'times', ',', 'and', 'every', 'time', 'they', 'ask', 'for', 'the', 'same', 'thing', 'as', 'if', 'I', 'did', ""n't"", 'send', 'it', '.', 'I', 'think', 'this', 'service', 'is', 'managed', 'by', 'A.I', '.', 'But', 'beyond', 'them', 'there', 'is', 'an', 'Artificial', 'Insanity', '.', 'I', 'say', 'this', 'because', 'do', ""n't"", 'want', 'to', 'think', 'to', 'a', 'worse', 'reason', ':', 'holding', 'the', 'money', 'you', 'manage', 'on', 'behalf', 'of', 'someone', 'else', 'in', 'my', 'country', 'is', 'a', 'crime']",1/5
29/08/2025,"Made a report to their customer services as a host failed to uphold their t&c and tried to put our reputation into disrepute due to issues with his property we bought up.
If a company fails to hold up to their terms why should we.","['Made', 'a', 'report', 'to', 'their', 'customer', 'services', 'as', 'a', 'host', 'failed', 'to', 'uphold', 'their', 't', '&', 'c', 'and', 'tried', 'to', 'put', 'our', 'reputation', 'into', 'disrepute', 'due', 'to', 'issues', 'with', 'his', 'property', 'we', 'bought', 'up', '.', 'If', 'a', 'company', 'fails', 'to', 'hold', 'up', 'to', 'their', 'terms', 'why', 'should', 'we', '.']",1/5
29/08/2025,"Thieving scum, they take pre authorisation and when host doesn’t confirm waiting over 30 days for money to be returned.

Holding thousands from my account. Avoid this company.","['Thieving', 'scum', ',', 'they', 'take', 'pre', 'authorisation', 'and', 'when', 'host', 'doesn', '’', 't', 'confirm', 'waiting', 'over', '30', 'days', 'for', 'money', 'to', 'be', 'returned', '.', 'Holding', 'thousands', 'from', 'my', 'account', '.', 'Avoid', 'this', 'company', '.']",1/5
29/08/2025,"I am completely blocked from using Airbnb and the support has been no help at all.

My account was banned some time ago because I was underage. Now that I am 18, I submitted an appeal and got an email confirming that I had been unbanned. However, nothing changed—I am still stuck on the ban screen.

I called customer support, but they told me they couldn’t help since I can’t even read support messages due to the ban screen. They also said their system shows that my account is unbanned, but in reality it is not. The only advice I got was to create a new account, which I did, but I don’t have two phone numbers, and I also cannot delete my old account because the interface won’t let me.

So right now, I am completely blocked from using Airbnb in any way. This is incredibly frustrating and disappointing—especially after trying everything to resolve the issue.

UPDATE:

They fixed it (kinda) by deleting my old account.( Only after they told me to contact an email which straight up didn't exist..)","['I', 'am', 'completely', 'blocked', 'from', 'using', 'Airbnb', 'and', 'the', 'support', 'has', 'been', 'no', 'help', 'at', 'all', '.', 'My', 'account', 'was', 'banned', 'some', 'time', 'ago', 'because', 'I', 'was', 'underage', '.', 'Now', 'that', 'I', 'am', '18', ',', 'I', 'submitted', 'an', 'appeal', 'and', 'got', 'an', 'email', 'confirming', 'that', 'I', 'had', 'been', 'unbanned', '.', 'However', ',', 'nothing', 'changed—I', 'am', 'still', 'stuck', 'on', 'the', 'ban', 'screen', '.', 'I', 'called', 'customer', 'support', ',', 'but', 'they', 'told', 'me', 'they', 'couldn', '’', 't', 'help', 'since', 'I', 'can', '’', 't', 'even', 'read', 'support', 'messages', 'due', 'to', 'the', 'ban', 'screen', '.', 'They', 'also', 'said', 'their', 'system', 'shows', 'that', 'my', 'account', 'is', 'unbanned', ',', 'but', 'in', 'reality', 'it', 'is', 'not', '.', 'The', 'only', 'advice', 'I', 'got', 'was', 'to', 'create', 'a', 'new', 'account', ',', 'which', 'I', 'did', ',', 'but', 'I', 'don', '’', 't', 'have', 'two', 'phone', 'numbers', ',', 'and', 'I', 'also', 'can', 'not', 'delete', 'my', 'old', 'account', 'because', 'the', 'interface', 'won', '’', 't', 'let', 'me', '.', 'So', 'right', 'now', ',', 'I', 'am', 'completely', 'blocked', 'from', 'using', 'Airbnb', 'in', 'any', 'way', '.', 'This', 'is', 'incredibly', 'frustrating', 'and', 'disappointing—especially', 'after', 'trying', 'everything', 'to', 'resolve', 'the', 'issue', '.', 'UPDATE', ':', 'They', 'fixed', 'it', '(', 'kinda', ')', 'by', 'deleting', 'my', 'old', 'account', '.', '(', 'Only', 'after', 'they', 'told', 'me', 'to', 'contact', 'an', 'email', 'which', 'straight', 'up', 'did', ""n't"", 'exist', '..', ')']",2/5
29/08/2025,Don’t waste your time and money they list everything as available and then take your money which you have to wait up to 15 days to get it back customer services was terrible couldn’t even answer my question nor could I even understand her due to her thick accent shit needs shutting down asap,"['Don', '’', 't', 'waste', 'your', 'time', 'and', 'money', 'they', 'list', 'everything', 'as', 'available', 'and', 'then', 'take', 'your', 'money', 'which', 'you', 'have', 'to', 'wait', 'up', 'to', '15', 'days', 'to', 'get', 'it', 'back', 'customer', 'services', 'was', 'terrible', 'couldn', '’', 't', 'even', 'answer', 'my', 'question', 'nor', 'could', 'I', 'even', 'understand', 'her', 'due', 'to', 'her', 'thick', 'accent', 'shit', 'needs', 'shutting', 'down', 'asap']",1/5
29/08/2025,"I am a Ukrainian citizen who has been living in different countries due to the war, including Canada and Ukraine. I had relied on Airbnb for several years without any issues — I even received humanitarian housing support from them in 2022.

Recently, my account was suddenly deactivated without any clear explanation after I tried to book a short stay using a Ukrainian bank card that I had used before. I had verified my identity, provided my Ukrainian passport, Canadian address, and submitted two valid bank cards under my name.

After the deactivation, I was left without accommodation abroad, unable to contact my host or manage my existing bookings. Airbnb only sent vague, automated responses and refused to explain what rule I had supposedly broken.

I wrote a detailed and respectful letter asking for a proper review, but received another copy-paste message saying my account would stay deactivated — permanently.

This caused significant emotional stress and travel disruption. It made me feel completely unsafe and unsupported in a vulnerable situation. I feel like I’ve been unfairly targeted simply for using two valid cards or for moving between countries.

Airbnb claims to support displaced people, but this experience made me feel the opposite — ignored, flagged, and excluded by a system that offers no humanity or transparency.","['I', 'am', 'a', 'Ukrainian', 'citizen', 'who', 'has', 'been', 'living', 'in', 'different', 'countries', 'due', 'to', 'the', 'war', ',', 'including', 'Canada', 'and', 'Ukraine', '.', 'I', 'had', 'relied', 'on', 'Airbnb', 'for', 'several', 'years', 'without', 'any', 'issues', '—', 'I', 'even', 'received', 'humanitarian', 'housing', 'support', 'from', 'them', 'in', '2022', '.', 'Recently', ',', 'my', 'account', 'was', 'suddenly', 'deactivated', 'without', 'any', 'clear', 'explanation', 'after', 'I', 'tried', 'to', 'book', 'a', 'short', 'stay', 'using', 'a', 'Ukrainian', 'bank', 'card', 'that', 'I', 'had', 'used', 'before', '.', 'I', 'had', 'verified', 'my', 'identity', ',', 'provided', 'my', 'Ukrainian', 'passport', ',', 'Canadian', 'address', ',', 'and', 'submitted', 'two', 'valid', 'bank', 'cards', 'under', 'my', 'name', '.', 'After', 'the', 'deactivation', ',', 'I', 'was', 'left', 'without', 'accommodation', 'abroad', ',', 'unable', 'to', 'contact', 'my', 'host', 'or', 'manage', 'my', 'existing', 'bookings', '.', 'Airbnb', 'only', 'sent', 'vague', ',', 'automated', 'responses', 'and', 'refused', 'to', 'explain', 'what', 'rule', 'I', 'had', 'supposedly', 'broken', '.', 'I', 'wrote', 'a', 'detailed', 'and', 'respectful', 'letter', 'asking', 'for', 'a', 'proper', 'review', ',', 'but', 'received', 'another', 'copy-paste', 'message', 'saying', 'my', 'account', 'would', 'stay', 'deactivated', '—', 'permanently', '.', 'This', 'caused', 'significant', 'emotional', 'stress', 'and', 'travel', 'disruption', '.', 'It', 'made', 'me', 'feel', 'completely', 'unsafe', 'and', 'unsupported', 'in', 'a', 'vulnerable', 'situation', '.', 'I', 'feel', 'like', 'I', '’', 've', 'been', 'unfairly', 'targeted', 'simply', 'for', 'using', 'two', 'valid', 'cards', 'or', 'for', 'moving', 'between', 'countries', '.', 'Airbnb', 'claims', 'to', 'support', 'displaced', 'people', ',', 'but', 'this', 'experience', 'made', 'me', 'feel', 'the', 'opposite', '—', 'ignored', ',', 'flagged', ',', 'and', 'excluded', 'by', 'a', 'system', 'that', 'offers', 'no', 'humanity', 'or', 'transparency', '.']",1/5
29/08/2025,"As a host, Airbnb has provided terrible customer service. They don't seem to understand what the topic is as they simply cannot answer simple questions. They keep on repeating lines that are irrelevant, even when multiple agents are involved.
Further, they try to call you in the middle of the night, even though when asked to chat with messages.","['As', 'a', 'host', ',', 'Airbnb', 'has', 'provided', 'terrible', 'customer', 'service', '.', 'They', 'do', ""n't"", 'seem', 'to', 'understand', 'what', 'the', 'topic', 'is', 'as', 'they', 'simply', 'can', 'not', 'answer', 'simple', 'questions', '.', 'They', 'keep', 'on', 'repeating', 'lines', 'that', 'are', 'irrelevant', ',', 'even', 'when', 'multiple', 'agents', 'are', 'involved', '.', 'Further', ',', 'they', 'try', 'to', 'call', 'you', 'in', 'the', 'middle', 'of', 'the', 'night', ',', 'even', 'though', 'when', 'asked', 'to', 'chat', 'with', 'messages', '.']",1/5
